dt_referencia;no_produto;no_indicador;vr_real
"2018-02-22";"soja";"Soja industrial tipo 1 sc 60 Kg";66.76
"2018-02-22";"trigo";"Trigo pão PH 78 sc 60 Kg";34.52
"2018-02-22";"boi";"Boi em pé arroba";140.62
"2018-02-22";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-22";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-22";"suíno";"Suíno em pé tipo carne não integrado kg";3.21
"2018-02-22";"vaca";"Vaca em pé (padrão corte) arroba";129.36
"2018-02-22";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";417.98
"2018-02-22";"mandioca";"Mandioca padrão de amido 580 g tonelada";588.28
"2018-02-23";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-23";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-23";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.48
"2018-02-23";"café em coco";"Café em coco kg renda";6.78
"2018-02-23";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";86.18
"2018-02-23";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";116.24
"2018-02-23";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.79
"2018-02-23";"soja";"Soja industrial tipo 1 sc 60 Kg";66.41
"2018-02-23";"trigo";"Trigo pão PH 78 sc 60 Kg";34.5
"2018-02-23";"boi";"Boi em pé arroba";140.89
"2018-02-23";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-23";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-23";"suíno";"Suíno em pé tipo carne não integrado kg";3.21
"2018-02-23";"vaca";"Vaca em pé (padrão corte) arroba";129.85
"2018-02-23";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";420.71
"2018-02-23";"mandioca";"Mandioca padrão de amido 580 g tonelada";580.0
"2018-02-26";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-26";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-26";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.48
"2018-02-26";"café em coco";"Café em coco kg renda";6.78
"2018-02-26";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-02-26";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";115.96
"2018-02-26";"milho";"Milho amarelo tipo 1 sc 60 Kg";24.22
"2018-02-26";"soja";"Soja industrial tipo 1 sc 60 Kg";67.45
"2018-02-26";"trigo";"Trigo pão PH 78 sc 60 Kg";34.94
"2018-02-26";"boi";"Boi em pé arroba";140.76
"2018-02-26";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-26";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-26";"suíno";"Suíno em pé tipo carne não integrado kg";3.23
"2018-02-26";"vaca";"Vaca em pé (padrão corte) arroba";130.27
"2018-02-26";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";418.31
"2018-02-26";"mandioca";"Mandioca padrão de amido 580 g tonelada";580.0
"2018-02-27";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-27";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-27";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.48
"2018-02-27";"café em coco";"Café em coco kg renda";6.78
"2018-02-27";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-02-27";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";118.07
"2018-02-27";"milho";"Milho amarelo tipo 1 sc 60 Kg";24.32
"2018-02-27";"soja";"Soja industrial tipo 1 sc 60 Kg";67.34
"2018-02-27";"trigo";"Trigo pão PH 78 sc 60 Kg";34.94
"2018-02-27";"boi";"Boi em pé arroba";140.75
"2018-02-27";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-27";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-27";"suíno";"Suíno em pé tipo carne não integrado kg";3.22
"2018-02-27";"vaca";"Vaca em pé (padrão corte) arroba";130.2
"2018-02-27";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";417.85
"2018-02-27";"mandioca";"Mandioca padrão de amido 580 g tonelada";573.56
"2018-02-28";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-28";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-28";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-02-28";"café em coco";"Café em coco kg renda";6.77
"2018-02-28";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-02-28";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";119.4
"2018-02-28";"milho";"Milho amarelo tipo 1 sc 60 Kg";25.78
"2018-02-28";"soja";"Soja industrial tipo 1 sc 60 Kg";68.5
"2018-02-28";"trigo";"Trigo pão PH 78 sc 60 Kg";35.04
"2018-02-28";"boi";"Boi em pé arroba";140.74
"2018-02-28";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-28";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-28";"suíno";"Suíno em pé tipo carne não integrado kg";3.18
"2018-02-28";"vaca";"Vaca em pé (padrão corte) arroba";130.06
"2018-02-28";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";417.42
"2018-02-28";"mandioca";"Mandioca padrão de amido 580 g tonelada";564.8
"2018-03-01";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-01";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-01";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-01";"café em coco";"Café em coco kg renda";6.77
"2018-03-01";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.25
"2018-03-01";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";119.42
"2018-03-01";"milho";"Milho amarelo tipo 1 sc 60 Kg";26.0
"2018-03-01";"soja";"Soja industrial tipo 1 sc 60 Kg";69.03
"2018-03-01";"trigo";"Trigo pão PH 78 sc 60 Kg";35.0
"2018-03-01";"boi";"Boi em pé arroba";140.58
"2018-03-01";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-01";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-01";"suíno";"Suíno em pé tipo carne não integrado kg";3.18
"2018-03-01";"vaca";"Vaca em pé (padrão corte) arroba";129.91
"2018-03-01";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";417.42
"2018-03-01";"mandioca";"Mandioca padrão de amido 580 g tonelada";566.97
"2018-03-02";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-02";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-02";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-02";"café em coco";"Café em coco kg renda";6.77
"2018-03-02";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-03-02";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";118.71
"2018-03-02";"milho";"Milho amarelo tipo 1 sc 60 Kg";26.19
"2018-03-02";"soja";"Soja industrial tipo 1 sc 60 Kg";69.86
"2018-03-02";"trigo";"Trigo pão PH 78 sc 60 Kg";35.05
"2018-03-02";"boi";"Boi em pé arroba";140.72
"2018-03-02";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-02";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-02";"suíno";"Suíno em pé tipo carne não integrado kg";3.15
"2018-03-02";"vaca";"Vaca em pé (padrão corte) arroba";130.06
"2018-03-02";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";417.09
"2018-03-02";"mandioca";"Mandioca padrão de amido 580 g tonelada";551.0
"2018-03-05";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-05";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-05";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-05";"café em coco";"Café em coco kg renda";6.75
"2018-03-05";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-03-05";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";118.71
"2018-03-05";"milho";"Milho amarelo tipo 1 sc 60 Kg";26.64
"2018-03-05";"soja";"Soja industrial tipo 1 sc 60 Kg";70.05
"2018-03-05";"trigo";"Trigo pão PH 78 sc 60 Kg";35.14
"2018-03-05";"boi";"Boi em pé arroba";141.51
"2018-03-05";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-05";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-05";"suíno";"Suíno em pé tipo carne não integrado kg";3.1
"2018-03-05";"vaca";"Vaca em pé (padrão corte) arroba";129.75
"2018-03-05";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";416.33
"2018-03-05";"mandioca";"Mandioca padrão de amido 580 g tonelada";551.0
"2018-03-06";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-06";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-06";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-06";"café em coco";"Café em coco kg renda";6.76
"2018-03-06";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";89.27
"2018-03-06";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";114.5
"2018-03-06";"milho";"Milho amarelo tipo 1 sc 60 Kg";27.25
"2018-03-06";"soja";"Soja industrial tipo 1 sc 60 Kg";70.07
"2018-03-06";"trigo";"Trigo pão PH 78 sc 60 Kg";35.14
"2018-03-06";"boi";"Boi em pé arroba";140.97
"2018-03-06";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-06";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-06";"suíno";"Suíno em pé tipo carne não integrado kg";3.2
"2018-03-06";"vaca";"Vaca em pé (padrão corte) arroba";130.25
"2018-03-06";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";416.6
"2018-03-06";"mandioca";"Mandioca padrão de amido 580 g tonelada";551.0
"2018-03-07";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-07";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-07";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-07";"café em coco";"Café em coco kg renda";6.63
"2018-03-07";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-03-07";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";114.99
"2018-03-07";"milho";"Milho amarelo tipo 1 sc 60 Kg";27.36
"2018-03-07";"soja";"Soja industrial tipo 1 sc 60 Kg";69.88
"2018-03-07";"trigo";"Trigo pão PH 78 sc 60 Kg";35.14
"2018-03-07";"boi";"Boi em pé arroba";140.88
"2018-03-07";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-07";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-07";"suíno";"Suíno em pé tipo carne não integrado kg";3.0
"2018-03-07";"vaca";"Vaca em pé (padrão corte) arroba";129.64
"2018-03-07";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";409.63
"2018-03-07";"mandioca";"Mandioca padrão de amido 580 g tonelada";540.52
"2018-03-08";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-08";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-08";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-08";"café em coco";"Café em coco kg renda";6.62
"2018-03-08";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-03-08";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";114.99
"2018-03-08";"milho";"Milho amarelo tipo 1 sc 60 Kg";27.48
"2018-03-08";"soja";"Soja industrial tipo 1 sc 60 Kg";69.95
"2018-03-08";"trigo";"Trigo pão PH 78 sc 60 Kg";35.14
"2018-03-08";"boi";"Boi em pé arroba";140.91
"2018-03-08";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-08";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-08";"suíno";"Suíno em pé tipo carne não integrado kg";2.96
"2018-03-08";"vaca";"Vaca em pé (padrão corte) arroba";129.08
"2018-03-08";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";408.84
"2018-03-08";"mandioca";"Mandioca padrão de amido 580 g tonelada";537.76
"2018-03-09";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-09";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-09";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-09";"café em coco";"Café em coco kg renda";6.62
"2018-03-09";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-03-09";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";114.99
"2018-03-09";"milho";"Milho amarelo tipo 1 sc 60 Kg";28.21
"2018-03-09";"soja";"Soja industrial tipo 1 sc 60 Kg";70.25
"2018-03-09";"trigo";"Trigo pão PH 78 sc 60 Kg";35.06
"2018-03-09";"boi";"Boi em pé arroba";141.01
"2018-03-09";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-09";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-09";"suíno";"Suíno em pé tipo carne não integrado kg";2.95
"2018-03-09";"vaca";"Vaca em pé (padrão corte) arroba";129.31
"2018-03-09";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";409.3
"2018-03-09";"mandioca";"Mandioca padrão de amido 580 g tonelada";537.76
"2018-03-12";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-12";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-12";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-12";"café em coco";"Café em coco kg renda";6.61
"2018-03-12";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-03-12";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";114.25
"2018-03-12";"milho";"Milho amarelo tipo 1 sc 60 Kg";29.28
"2018-03-12";"soja";"Soja industrial tipo 1 sc 60 Kg";69.09
"2018-03-12";"trigo";"Trigo pão PH 78 sc 60 Kg";35.49
"2018-03-12";"boi";"Boi em pé arroba";141.01
"2018-03-12";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-12";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-12";"suíno";"Suíno em pé tipo carne não integrado kg";2.94
"2018-03-12";"vaca";"Vaca em pé (padrão corte) arroba";129.43
"2018-03-12";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";408.16
"2018-03-12";"mandioca";"Mandioca padrão de amido 580 g tonelada";546.49
"2018-03-13";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-13";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-13";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-13";"café em coco";"Café em coco kg renda";6.61
"2018-03-13";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.63
"2018-03-13";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";114.25
"2018-03-13";"milho";"Milho amarelo tipo 1 sc 60 Kg";30.17
"2018-03-13";"soja";"Soja industrial tipo 1 sc 60 Kg";69.41
"2018-03-13";"trigo";"Trigo pão PH 78 sc 60 Kg";35.6
"2018-03-13";"boi";"Boi em pé arroba";140.89
"2018-03-13";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-13";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-13";"suíno";"Suíno em pé tipo carne não integrado kg";2.95
"2018-03-13";"vaca";"Vaca em pé (padrão corte) arroba";129.85
"2018-03-13";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";408.43
"2018-03-13";"mandioca";"Mandioca padrão de amido 580 g tonelada";546.49
"2018-03-14";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-14";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-14";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-14";"café em coco";"Café em coco kg renda";6.61
"2018-03-14";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.63
"2018-03-14";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";112.01
"2018-03-14";"milho";"Milho amarelo tipo 1 sc 60 Kg";30.63
"2018-03-14";"soja";"Soja industrial tipo 1 sc 60 Kg";69.81
"2018-03-14";"trigo";"Trigo pão PH 78 sc 60 Kg";35.74
"2018-03-14";"boi";"Boi em pé arroba";141.25
"2018-03-14";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-14";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-14";"suíno";"Suíno em pé tipo carne não integrado kg";2.94
"2018-03-14";"vaca";"Vaca em pé (padrão corte) arroba";129.92
"2018-03-14";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";407.21
"2018-03-14";"mandioca";"Mandioca padrão de amido 580 g tonelada";538.92
"2018-03-15";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-15";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-15";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-15";"café em coco";"Café em coco kg renda";6.62
"2018-03-15";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.71
"2018-03-15";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";111.54
"2018-03-15";"milho";"Milho amarelo tipo 1 sc 60 Kg";30.68
"2018-03-15";"soja";"Soja industrial tipo 1 sc 60 Kg";69.63
"2018-03-15";"trigo";"Trigo pão PH 78 sc 60 Kg";35.74
"2018-03-15";"boi";"Boi em pé arroba";141.31
"2018-03-15";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-15";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-15";"suíno";"Suíno em pé tipo carne não integrado kg";2.92
"2018-03-15";"vaca";"Vaca em pé (padrão corte) arroba";129.52
"2018-03-15";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";408.44
"2018-03-15";"mandioca";"Mandioca padrão de amido 580 g tonelada";538.92
"2018-03-16";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-16";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-16";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-16";"café em coco";"Café em coco kg renda";6.61
"2018-03-16";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";90.52
"2018-03-16";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";107.75
"2018-03-16";"milho";"Milho amarelo tipo 1 sc 60 Kg";31.02
"2018-03-16";"soja";"Soja industrial tipo 1 sc 60 Kg";70.01
"2018-03-16";"trigo";"Trigo pão PH 78 sc 60 Kg";35.74
"2018-03-16";"boi";"Boi em pé arroba";141.31
"2018-03-16";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-16";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-16";"suíno";"Suíno em pé tipo carne não integrado kg";2.91
"2018-03-16";"vaca";"Vaca em pé (padrão corte) arroba";129.52
"2018-03-16";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";407.21
"2018-03-16";"mandioca";"Mandioca padrão de amido 580 g tonelada";536.16
"2018-03-19";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-19";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-19";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-19";"café em coco";"Café em coco kg renda";6.6
"2018-03-19";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.3
"2018-03-19";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";107.92
"2018-03-19";"milho";"Milho amarelo tipo 1 sc 60 Kg";31.09
"2018-03-19";"soja";"Soja industrial tipo 1 sc 60 Kg";69.76
"2018-03-19";"trigo";"Trigo pão PH 78 sc 60 Kg";35.71
"2018-03-19";"boi";"Boi em pé arroba";141.17
"2018-03-19";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-19";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-19";"suíno";"Suíno em pé tipo carne não integrado kg";2.91
"2018-03-19";"vaca";"Vaca em pé (padrão corte) arroba";129.93
"2018-03-19";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";407.0
"2018-03-19";"mandioca";"Mandioca padrão de amido 580 g tonelada";539.4
"2018-03-20";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-20";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-03-20";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.5
"2018-03-20";"café em coco";"Café em coco kg renda";6.59
"2018-03-20";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-03-20";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";105.93
"2018-03-20";"milho";"Milho amarelo tipo 1 sc 60 Kg";31.41
"2018-03-20";"soja";"Soja industrial tipo 1 sc 60 Kg";69.07
"2018-03-20";"trigo";"Trigo pão PH 78 sc 60 Kg";35.56
"2018-03-20";"boi";"Boi em pé arroba";141.19
"2018-03-20";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-03-20";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-03-20";"suíno";"Suíno em pé tipo carne não integrado kg";2.9
"2018-03-20";"vaca";"Vaca em pé (padrão corte) arroba";129.77
"2018-03-20";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";407.33
"2018-03-20";"mandioca";"Mandioca padrão de amido 580 g tonelada";541.98
"2018-03-21";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-03-21";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
